계정과목,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
Tag매출,,,,,,,,,71370,918953,5454326,9301685
실판매출,,,,,,,,,"61,127","690,672","2,724,971","4,590,876"
매출원가,,,,,,,,,"27,151","334,080","2,067,250","3,585,539"
평가감,,,,,,,,,0,0,0,0
급여(매장),,,,,,,,,0,0,"30,547","135,513"
복리후생비(매장),,,,,,,,,0,0,"15,591","30,128"
플랫폼수수료,,,,,,,,,"1,376","14,863","57,993","74,790"
TP수수료,,,,,,,,,"77,462","95,675","155,578","179,799"
직접광고비,,,,,,,,,"24,019","390,483","505,255","556,483"
대리상지원금,,,,,,,,,0,0,"415,443","1,436,629"
물류비,,,,,,,,,0,"38,343","79,977","95,076"
매장임차료,,,,,,,,,0,0,"56,794","385,403"
감가상각비,,,,,,,,,0,0,"41,883","42,549"
기타(직접비),,,,,,,,,0,"77,476","222,033","80,745"
급여(사무실),,,,,,,,,"293,707","335,722","577,756","589,924"
복리후생비(사무실),,,,,,,,,"94,472","104,148","180,969","209,582"
광고비,,,,,,,,,"1,410,600","3,825,289","4,746,520","2,705,735"
수주회,,,,,,,,,979137.72,0,0,0
지급수수료,,,,,,,,,"8,142",15314.52,"129,818",11523.56
임차료,,,,,,,,,0,0,0,0
감가상각비(영업비),,,,,,,,,0,3,18,9
세금과공과,,,,,,,,,0,0,0,0
기타(영업비),,,,,,,,,"-1,848","85,974","46,967","119,070"
