계정과목,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
Tag매출,"53,775,184","23,969,693","37,307,069","41,562,986","23,344,047","21,258,723","27,010,359","40,947,639","32,520,978","45,468,532","26,356,337","41,935,871"
실판매출,"25,682,590","12,104,685","16,900,401","18,725,678","12,615,794","10,170,696","11,878,479","18,137,117","14,853,960","23,272,449","13,020,142","20,203,504"
매출원가,"17,631,826","7,565,077","11,798,799","13,165,470","7,135,060","6,713,980","8,577,576","12,341,778","10,395,974","14,801,482","8,297,600","13,120,098"
평가감,"1,238,791","1,066,059","1,130,948","439,066","231,951","605,420","-692,954","-1,269,286","-1,048,397","-1,824,850","-1,044,271","-1,467,687"
급여(매장),"789,429","1,280,989","496,285","690,364","862,479","585,705","477,788","605,258","622,644","988,295","554,667","751,115"
복리후생비(매장),"446,662","393,199","393,199","447,440","397,918","393,078","531,500","431,926","431,926","535,791","431,926","431,926"
플랫폼수수료,"496,058","231,127","429,134","468,146","353,056","421,070","192,120","279,522","399,590","726,181","628,628","417,266"
TP수수료,"429,834","254,307","356,685","367,513","284,826","419,160","185,338","226,668","289,238","546,400","641,189","370,932"
직접광고비,"911,737","328,401","732,404","573,368","800,652","472,138","219,002","395,120","462,389","1,648,821","849,901","628,492"
대리상지원금,"1,414,679","443,496","1,166,278","1,250,289","256,159","477,523","853,509","1,220,426","917,302","776,742","519,922","1,082,154"
물류비,"662,559","348,635","667,979","690,924","480,060","397,234","373,593","482,913","457,608","910,560","459,433","686,911"
매장임차료,"2,202,946","1,858,148","1,626,200","1,709,502","1,792,760","1,633,061","1,626,392","1,744,079","1,707,845","1,861,630","1,691,923","2,461,188"
감가상각비,"185,261","173,070","153,171","127,961","169,216","159,292","147,902","179,851","175,688","174,331","174,208","172,861"
기타(직접비),"196,553","214,256","175,612","389,155","299,481","217,296","148,360","273,744","171,883","269,618","190,259","306,659"
급여(사무실),"677,097","1,077,791","66,658","658,843","658,843","658,843","658,843","658,843","658,843","658,843","658,843","661,773"
복리후생비(사무실),"208,125","180,827","180,827","183,707","180,827","180,827","198,625","198,625","201,505","198,625","198,625","198,625"
광고비,"411,167","835,335","1,943,792","2,121,335","1,924,292","134,292","332,333","1,333,792","2,548,292","3,521,335","2,419,335","141,335"
수주회,"452,000",0,"60,000",0,0,0,"300,000",0,"60,000",0,0,0
지급수수료,"148,000",0,"17,875","17,875","17,875","96,875",0,0,0,0,0,0
임차료,0,0,0,0,0,0,0,0,0,0,0,0
감가상각비(영업비),"3,141","3,017","3,017","3,317","2,886","2,670","2,670","2,246","1,599","1,599","1,599","1,599"
세금과공과,0,0,0,0,0,0,0,0,0,0,0,0
기타(영업비),"9,117","3,179","45,952","44,704","34,897","43,456","38,462","25,649","61,442","26,897","48,449","44,884"
