계정과목,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
Tag매출,"2,630,168","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000","1,300,000"
실판매출,"241,846","230,088","230,088","230,088","230,088","230,088","230,088","230,088","230,088","230,088","230,088","230,088"
매출원가,"850,015","407,257","407,257","407,257","407,257","407,257","407,257","407,257","407,257","407,257","407,257","407,257"
평가감,"-850,015","-407,257","-407,257","-407,257","-407,257","-407,257","-407,257","-407,257","-407,257","-407,257","-407,257","-407,257"
급여(매장),0,0,0,0,0,0,0,0,0,0,0,0
복리후생비(매장),0,0,0,0,0,0,0,0,0,0,0,0
플랫폼수수료,0,0,0,0,0,0,0,0,0,0,0,0
TP수수료,0,0,0,0,0,0,0,0,0,0,0,0
직접광고비,0,0,0,0,0,0,0,0,0,0,0,0
대리상지원금,0,0,0,0,0,0,0,0,0,0,0,0
물류비,"145,181","94,336","94,336","94,336","94,336","94,336","94,336","94,336","94,336","94,336","94,336","94,336"
매장임차료,0,0,0,0,0,0,0,0,0,0,0,0
감가상각비,0,0,0,0,0,0,0,0,0,0,0,0
기타(직접비),"-4,561","1,376","1,626","1,880","1,680","1,700","1,752","1,483","1,304","1,201","1,090","1,090"
급여(사무실),0,0,0,0,0,0,0,0,0,0,0,0
복리후생비(사무실),0,0,0,0,0,0,0,0,0,0,0,0
광고비,0,0,0,0,0,0,0,0,0,0,0,0
수주회,0,0,0,0,0,0,0,0,0,0,0,0
지급수수료,0,0,0,0,0,0,0,0,0,0,0,0
임차료,0,0,0,0,0,0,0,0,0,0,0,0
감가상각비(영업비),0,0,0,0,0,0,0,0,0,0,0,0
세금과공과,0,0,0,0,0,0,0,0,0,0,0,0
기타(영업비),0,0,0,0,0,0,0,0,0,0,0,0
