계정과목,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
Tag매출,"17,880,780","300,000","300,000","300,000",0,0,0,0,0,0,0,0
실판매출,"2,962,755","132,743","132,743","132,743",0,0,0,0,0,0,0,0
매출원가,"6,400,527","96,209","96,209","96,209",0,0,0,0,0,0,0,0
평가감,"-6,400,527","-96,209","-95,868","-96,209",0,0,0,0,0,0,0,0
급여(매장),"29,284","24,153","13,792","17,089",0,0,0,0,0,0,0,0
복리후생비(매장),"5,951","15,691","15,691","19,399",0,0,0,0,0,0,0,0
플랫폼수수료,"108,698",0,0,0,0,0,0,0,0,0,0,0
TP수수료,"324,501",0,0,0,0,0,0,0,0,0,0,0
직접광고비,"98,444",0,0,0,0,0,0,0,0,0,0,0
대리상지원금,0,0,0,0,0,0,0,0,0,0,0,0
물류비,"99,087","67,544","67,481","67,413","67,361","67,304","67,304","67,304","67,304","67,304","67,304","67,304"
매장임차료,"457,016","462,102","462,102","462,102",0,0,0,0,0,0,0,0
감가상각비,"33,461","33,461","33,461","33,461","2,335","2,335","2,335","2,335","2,335","2,335","2,335","2,335"
기타(직접비),"7,432",947,988,"87,429",0,"5,000",0,0,0,0,0,0
급여(사무실),3396.99,0,0,0,0,0,0,0,0,0,0,0
복리후생비(사무실),736.02,0,0,0,0,0,0,0,0,0,0,0
광고비,0,0,0,0,0,0,0,0,0,0,0,0
수주회,0,0,0,0,0,0,0,0,0,0,0,0
지급수수료,0,0,0,0,0,0,0,0,0,0,0,0
임차료,0,0,0,0,0,0,0,0,0,0,0,0
감가상각비(영업비),10.78,0,0,0,0,0,0,0,0,0,0,0
세금과공과,0,0,0,0,0,0,0,0,0,0,0,0
기타(영업비),20.91,0,0,0,0,0,0,0,0,0,0,0
