계정과목,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
Tag매출,9048860,6430540,-5330640,6192160,1769420,953620,-3308720,-10565550,-6266630,-2225730,1725790,8664600
실판매출,4310471.28,2810484.46,-1814418.17,2652743.57,999189.58,598394.12,-1159065.49,-4074004.63,"-2,261,735","-628,165","961,331","2,777,489"
매출원가,3456178.38,2166249.68,-1096737.81,1972083.02,555306.91,301958.92,-1090591.84,-3415300.94,"-1,826,070","-400,994","725,589","2,684,622"
평가감,0,0,0,0,0,0,0,5021793.1,8351551.118,4402719.74,4430573.817,71638873.6
급여(매장),161976.94,151482.95,124043.97,140687.22,145399.25,151112.56,135703.73,112929.73,119815.94,134644.39,"149,153","220,458"
복리후생비(매장),53861.97,65891.74,26698.69,47279.11,49936.15,98953.92,51079.24,85957.74,91472.72,64936.25,"59,764","58,309"
플랫폼수수료,40404.02,28977.92,11797.3,7054.43,9599.63,13267.06,3449.08,3244.72,"5,458","29,817","92,640","130,288"
TP수수료,159591.93,131726.45,219037.6,-10185.11,104728.45,111526.04,94479.97,95696.55,"97,437","132,290","226,598","269,604"
직접광고비,142518.54,51288.99,277118.82,75313.55,91090.6,67097.11,97125.43,8057.16,"2,776","218,001","219,899","288,192"
대리상지원금,0,0,0,0,0,0,0,0,0,0,0,"11,419"
물류비,140735.22,112765.94,164507.52,102871.44,53408.42,42057.47,94009.02,106795.22,68378.48,"158,415","203,842","160,313"
매장임차료,684437.43,829636.16,843077.51,836179.44,840023.55,837201.26,840089.92,841975.89,907867.39,861376.1462,"957,010","1,012,047"
감가상각비,116440.08,116778.63,116778.67,116778.62,116778.68,136704.3,117761.44,135600.69,151325.71,151325.71,"150,476","193,666"
기타(직접비),1350055.45,160981.63,-3466.65,31228.45,1686.9,408435.16,75566.06,9359.81,28291.36,"11,615","53,103","100,726"
급여(사무실),382115.91,605903.97,724803.31,473272.41,461172.03,441509.64,428958.66,-7146.71,"-3,208","-1,110","2,577","5,970"
복리후생비(사무실),132186.18,114718.05,139148.88,138563.4,144490.26,151272.18,137072.55,27712.14,-760,-272,634,"1,515"
광고비,1822790.65,1853161.51,684171.5,475816.41,450187.14,0,0,-5427.72,-10,"48,516",0,25
수주회,307369.76,0,0,0,0,0,0,0,0,0,0,0
지급수수료,100575.69,137950.79,29989.13,17.25,15009.44,6.66,-8.88,-18.86,"-8,510",-17003.5,6,13.81
임차료,0,0,0,0,0,0,0,0,0,0,0,0
감가상각비(영업비),0,1518.75,1464.92,1505.91,1493.43,1489.75,729.39,722.77,732.65,737.51,746.73,745.82
세금과공과,0,0,0,0,0,0,0,0,0,0,0,0
기타(영업비),15270.16,7360.41,9189.32,40493.44,26370.24,1520.6,3888.28,9839.56,"-2,414",-84,12,68
